Technology type,Technology general name,Technology specific name,Target sector,Lifetime,Lifetime min,Lifetime max,Applicable geographic area,Year,Source,Capital cost marginal,Capital cost marginal min,Capital cost marginal max,Capital cost fixed,Capital cost fixed min,Capital cost fixed max,Installation cost,Installation cost min,Installation cost max,Operation cost,Operation cost min,Operation cost max,Operation cost per kW,Operation cost per kW min,Operation cost per kW max,Maintenance cost,Maintenance cost min,Maintenance cost max,OM cost,OM cost min,OM cost max,OM cost per kW,OM cost per kW min,OM cost per kW max,OM cost per kWh,OM cost per kWh min,OM cost per kWh max,Original currency,Assumed currency conversion rate,Output type,Fuel type,Prime mover,Emissions control type,Additional operational control type,Capacity,Capacity min,Capacity max,Efficiency,Efficiency min,Efficiency max,Electrical efficiency,Electrical efficiency min,Electrical efficiency max,Thermal efficiency,Thermal efficiency min,Thermal efficiency max,Heat to power ratio,Heat to power ratio min,Heat to power ratio max,Load factor,Load factor min,Load factor max,Power density,Power density min,Power density max,Area,Area min,Area max,Type of energy stored,Volumetric storage capacity,Volumetric storage capacity min,Volumetric storage capacity max,Energy storage capacity,Energy storage capacity min,Energy storage capacity max,Max charge rate,Max charge rate min,Max charge rate max,Max discharge rate,Max discharge rate min,Max discharge rate max,Charging efficiency,Charging efficiency min,Charging efficiency max,Discharging efficiency,Discharging efficiency min,Discharging efficiency max,Min state of charge,Min state of charge min,Min state of charge max,Loss rate,Loss rate min,Loss rate max,Lifetime cycles,Lifetime cycles min,Lifetime cycles max,Additional property 1 name,Additional property 1 value,Additional property 1 units,Additional property 2 name,Additional property 2 value,Additional property 2 units,Additional property 3 name,Additional property 3 value,Additional property 3 units,Additional property 4 name,Additional property 4 value,Additional property 4 units,Additional property 5 name,Additional property 5 value,Additional property 5 units,Comment
Energy conversion technology,Reciprocating engine,Reciprocating engine - Wartsila 25,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - MWM 604,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Microturbine,,,,,,,,"Strachan, N. and Farrell, A. 2006. Emissions from distributed vs centralized generation: The importance of system performance. Energy Policy. 34. 17. 2677 дус 2689.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Non-Domestic,,,,,2010,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,5246.48,5829.75,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - 50 kW
Energy conversion technology,Solar PV,,Non-Domestic,,,,,2007,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,6695.73,7439.7,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - 50 kW
Energy conversion technology,Gas turbine,Gas turbine - Large,,,,,,,Regulatory Assistance Project.  2001. Model Regulations for the Output of Specified Air Emissions from Smaller-scale Electric Generation Resources.  Model Rule and Technical Support Documents. Regulatory Assistance Project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Air source heat pump,,Domestic,,,,,2015,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",232.119,,,,6976.95,7558.74,,,,,,,,,,65.4694,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Ground source heat pump,,Domestic,23,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,1147.2,2825.6,,,,,7439.7,31246.7,,,,,7.4397,13.3915,,,,,,,,,,,,,GBP,1.48794,Heat,Electricity,,,,,6,11,,315,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Gas turbine,Gas turbine - 10 MW,,,,,,,"Carreras-Sospedra, M, Dabdub, D., Brouwer, J., Knipping, E., Kumar, N., Darrow, K., Hampson, A., Hedman, B. 2008. Air quality impacts of distributed energy resources implemented in the northeastern United States. Journal of the Air and Waste Management Association. 58. 7. 902дус912.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,DLN,,10000,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,,,,,,,,"Strachan, N. and Farrell, A. 2006. Emissions from distributed vs centralized generation: The importance of system performance. Energy Policy. 34. 17. 2677 дус 2689.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - Solid Oxide,,,,,,,"Allison, JE. and Lents, J. 2002. Encouraging distributed generation of power that improves air quality: can we have our cake and eat it too?. Energy Policy. 30. 9. 737 дус 752.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Domestic,,,,,2011,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,4313.54,5542.58,,2231.91,2975.88,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Micro,,,,,,2040,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",1562.34,,,,2306.31,2678.29,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lower fixed cost for new build is due to the fact that the equipment is already on site for the building construction
Energy conversion technology,Ground source heat pump,,Domestic,20,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,1785.53,,,,,,,,,,,,13.3915,,,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space heating
Energy conversion technology,Wind turbine,Wind turbine - Medium,,,,,,2011,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",4050.17,,,,,,,,,,,,,,,654.694,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Domestic,15,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,,785.632,,,,,,,,,,,,26.7829,,,,,,,,,,,,,,GBP,1.48794,Heat,Biomass,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Natural gas boiler,,Small - Industrial,15,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,44.6382,96.7161,,,,,4463.82,96716.1,,,,0,,,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,96,1000,94,,,,,,,,,,,,,20,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Domestic,,,,,2014,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,3535.35,3993.63,,2231.91,2975.88,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Non-Domestic,,,,,2015,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,8827.98,9808.09,,,,,,,,,,767.347,,,,,,,,,,,,GBP,3.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - 50 kW
Energy conversion technology,Natural gas boiler,Natural gas boiler - Condensing boiler,Domestic,,,,,2014,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,2975.88,3719.85,,,,,,,,,,130.939,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,UTC PC25C (200 kW),,,,,,,"Energy and Environmental Analysis, Inc. 2004. Distributed Energy Resources Emissions Survey and Technology Characterizations. Technical Report. Electricity Innovation Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Nigata 26,,,,,,,"Nielsen, M., Illerup, J.B. &amp; Birr-Petersen, K. 2008. Revised emission factors for gas engines including start/stop emissions. Sub-report 3 (NERI). National Environmental Research Institute, University of Aarhus. 69 pp. - NERI Technical Report No. 672. http://www.dmu.dk/Pub/FR672.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,Biomass boiler - District heating boiler,Large - Commercial,,15,35,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,944.842,1859.93,,,,,330323,2975880,,,,,23.807,46.1261,,,,,,,,,,,,,GBP,1.48794,Heat,Biomass,,,,,350,1600,73,,,,,,,,,,,,,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Microturbine,,,,,,,,"Goldstein, L., Hedman, B., Knowles, D., Freedman, S.I., Woods, R., Schweizer, T. 2003. Gas-Fired Distributed Energy Resource Technology Characterizations. Gas Research Institute. National Renewable Energy Laboratory. Report for the U.S. Department of Energy дус Office of Energy Efficiency and Renewabl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Gas turbine,Gas turbine - Natural Gas-fired Gas Turbine CHP plant,,20,,,,,Department for Trade and Infrastructure. 2003. Options for a Low Carbon Future. DTI Economics Paper No. 4. Department for Trade and Industry. http://www.dti.gov.uk/files/file14769.pdf,892.764,,,,,,,,,,,,,,,,,,,,,3.83889,,,0.00520779,,,GBP,1.48794,CHP,Natural Gas,,,,,,,75,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Gas engine,,,15,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,977.577,,,,,,,,,,,,71.4211,,,,,,,,,,,,,,,GBP,1.48794,CHP,,,,,2000,,,,,,38,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar thermal,,Non-Domestic,,,,,2014,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,1108.52,1773.62,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - Hydrogen PAFC - CHP,,,,,,,"Hawkins, S. Joffe, D. Hughes, N. 2005. Hydrogen Fuel Cells for Stationary Power: Technology Characterisation and Market Assessment. UKSHEC Social Science Working Paper No. 24, Policy Studies Institute, London.",4039.76,,,,,,,,,,,,,,,,,,,,,22.3191,,,0.0135403,,,GBP,1.48794,CHP,Hydrogen,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - PEM,,,,,,,"Carreras-Sospedra, M, Dabdub, D., Brouwer, J., Knipping, E., Kumar, N., Darrow, K., Hampson, A., Hedman, B. 2008. Air quality impacts of distributed energy resources implemented in the northeastern United States. Journal of the Air and Waste Management Association. 58. 7. 902дус912.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Medium,,,,,,2030,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",2975.88,,,,,,,,,,,,,,,654.694,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Steam turbine,,,,,,,,"Goldstein, L., Hedman, B., Knowles, D., Freedman, S.I., Woods, R., Schweizer, T. 2003. Gas-Fired Distributed Energy Resource Technology Characterizations. Gas Research Institute. National Renewable Energy Laboratory. Report for the U.S. Department of Energy дус Office of Energy Efficiency and Renewabl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Micro,,,,,,2008,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",2705.07,,,,4056.12,4731.65,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lower fixed cost for new build is due to the fact that the equipment is already on site for the building construction
Energy conversion technology,Reciprocating engine,Reciprocating engine - Jenbacher 600,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Wartsila 34SG,,,,,,,"Nielsen, M., Illerup, J.B. &amp; Birr-Petersen, K. 2008. Revised emission factors for gas engines including start/stop emissions. Sub-report 3 (NERI). National Environmental Research Institute, University of Aarhus. 69 pp. - NERI Technical Report No. 672. http://www.dmu.dk/Pub/FR672.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,,,,,,,,"Nielsen, M., Nielsen, O.K., Thomsen, M. 2010. Emissions from Decentralised CHP Plants 2007 дус Energinet.dk Environmental project no. 07/1882 дус Project report 5 дус Emission factors and emissions inventory for the decentralised CHP production.  National Environmental Research Institute, Aarhus Universit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Gas turbine,Gas turbine - &gt; 3 MW,,,,,,,"Rodriguez, M., Carreras-Sospedra, M., Medrano, M., Brouwer, J., Samuelsen, G., Dabdub, D. 2006. Air quality impacts of distributed power generation in the south coast air basin of California 1: Scenario development and modeling analysis. Atmospheric Environment. 40. 28. 5508 дус 5521.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,3000,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Natural gas boiler,Natural gas boiler - Condensing boiler,Domestic,,,,,2030,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,2975.88,3719.85,,,,,,,,,,130.939,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Natural gas boiler,Natural gas boiler - Condensing boiler,Domestic,,,,,2011,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,2975.88,3719.85,,,,,,,,,,130.939,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Natural gas boiler,Natural gas boiler - Condensing boiler,Domestic,,,,,2050,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,2975.88,3719.85,,,,,,,,,,130.939,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar thermal,,Non-Domestic,,,,,2007,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,1487.94,2380.7,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Domestic,,,,,2040,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,1636.73,1934.32,,2231.91,2975.88,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - Phosphoric Acid,,,,,,,"Elgowainy, A., Wang, M., Han, J. 2010. Life-cycle analysis of criteria pollutant emissions from stationary fuel cell systems with the greet model. Argonne National Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Biogas,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,,,,,,,,United States Environmental Protection Agency. 2008. Catalog of CHP Technologies. USEPA. http://www.epa.gov/chp/technologies.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Lean burn,,,,,,,"Energy and Environmental Analysis, Inc. 2004. Distributed Energy Resources Emissions Survey and Technology Characterizations. Technical Report. Electricity Innovation Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Steam turbine,Steam turbine - Back pressure,,,,,,,Department of Energy and Climate Change. 2010. Digest of United Kingdom Energy Statistics (DUKES). Department of Energy &amp; Climate Change. www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
